date,state,cases,deaths
2/21/20,Massachusetts,1,0
2/21/20,Nebraska,11,0
2/21/20,Texas,4,0
2/21/20,Washington,1,0
2/21/20,Wisconsin,1,0
2/22/20,Arizona,1,0
2/22/20,California,9,0
2/22/20,Illinois,2,0
2/22/20,Massachusetts,1,0
2/22/20,Nebraska,11,0
2/22/20,Texas,4,0
2/22/20,Washington,1,0
2/22/20,Wisconsin,1,0
2/23/20,Arizona,1,0
2/23/20,California,9,0
2/23/20,Illinois,2,0
2/23/20,Massachusetts,1,0
2/23/20,Nebraska,11,0
2/23/20,Texas,4,0
2/23/20,Washington,1,0
2/23/20,Wisconsin,1,0
2/24/20,Arizona,1,0
2/24/20,California,11,0
2/24/20,Illinois,2,0
2/24/20,Massachusetts,1,0
2/24/20,Nebraska,12,0
2/24/20,Texas,10,0
2/24/20,Washington,5,0
2/24/20,Wisconsin,1,0
2/25/20,Arizona,1,0
2/25/20,California,11,0
2/25/20,Illinois,2,0
2/25/20,Massachusetts,1,0
2/25/20,Nebraska,13,0
2/25/20,Texas,10,0
2/25/20,Utah,1,0
2/25/20,Washington,5,0
2/25/20,Wisconsin,1,0
2/26/20,Arizona,1,0
2/26/20,California,26,0
2/26/20,Illinois,2,0
2/26/20,Massachusetts,1,0
2/26/20,Nebraska,13,0
2/26/20,Texas,10,0
2/26/20,Utah,1,0
2/26/20,Washington,5,0
2/26/20,Wisconsin,1,0
2/27/20,Arizona,1,0
2/27/20,California,26,0
2/27/20,Illinois,2,0
2/27/20,Massachusetts,1,0
2/27/20,Nebraska,13,0
2/27/20,Texas,10,0
2/27/20,Utah,1,0
2/27/20,Washington,5,0
2/27/20,Wisconsin,1,0
2/28/20,Arizona,1,0
2/28/20,California,27,0
2/28/20,Illinois,2,0
2/28/20,Massachusetts,1,0
2/28/20,Nebraska,13,0
2/28/20,Oregon,1,0
2/28/20,Texas,11,0
2/28/20,Utah,1,0
2/28/20,Washington,7,0
2/28/20,Wisconsin,1,0
2/29/20,Arizona,1,0
2/29/20,California,28,0
2/29/20,Illinois,3,0
2/29/20,Massachusetts,1,0
2/29/20,Nebraska,13,0
2/29/20,Oregon,1,0
2/29/20,Texas,11,0
2/29/20,Utah,1,0
2/29/20,Washington,10,1
2/29/20,Wisconsin,1,0
3/1/20,Arizona,1,0
3/1/20,California,33,0
3/1/20,Florida,2,0
3/1/20,Illinois,3,0
3/1/20,Massachusetts,1,0
3/1/20,Nebraska,13,0
3/1/20,New York,1,0
3/1/20,Oregon,2,0
3/1/20,Rhode Island,2,0
3/1/20,Texas,11,0
3/1/20,Utah,1,0
3/1/20,Washington,17,3
3/1/20,Wisconsin,1,0
3/2/20,Arizona,1,0
3/2/20,California,38,0
3/2/20,Florida,2,0
3/2/20,Georgia,2,0
3/2/20,Illinois,4,0
3/2/20,Massachusetts,2,0
3/2/20,Nebraska,13,0
3/2/20,New Hampshire,1,0
3/2/20,New York,1,0
3/2/20,Oregon,2,0
3/2/20,Rhode Island,2,0
3/2/20,Texas,11,0
3/2/20,Utah,1,0
3/2/20,Washington,23,6
3/2/20,Wisconsin,1,0
3/3/20,Arizona,2,0
3/3/20,California,45,0
3/3/20,Florida,3,0
3/3/20,Georgia,2,0
3/3/20,Illinois,4,0
3/3/20,Massachusetts,2,0
3/3/20,Nebraska,13,0
3/3/20,New Hampshire,2,0
3/3/20,New York,2,0
3/3/20,North Carolina,1,0
3/3/20,Oregon,2,0
3/3/20,Rhode Island,2,0
3/3/20,Texas,11,0
3/3/20,Utah,1,0
3/3/20,Washington,32,10
3/3/20,Wisconsin,1,0
3/4/20,Arizona,2,0
3/4/20,California,55,1
3/4/20,Florida,3,0
3/4/20,Georgia,2,0
3/4/20,Illinois,4,0
3/4/20,Massachusetts,2,0
3/4/20,Nebraska,13,0
3/4/20,New Hampshire,2,0
3/4/20,New Jersey,1,0
3/4/20,New York,11,0
3/4/20,North Carolina,1,0
3/4/20,Oregon,2,0
3/4/20,Rhode Island,2,0
3/4/20,Texas,12,0
3/4/20,Utah,1,0
3/4/20,Washington,47,11
3/4/20,Wisconsin,1,0
3/5/20,Arizona,2,0
3/5/20,California,67,1
3/5/20,Colorado,2,0
3/5/20,Florida,4,0
3/5/20,Georgia,2,0
3/5/20,Illinois,5,0
3/5/20,Maryland,3,0
3/5/20,Massachusetts,3,0
3/5/20,Nebraska,13,0
3/5/20,Nevada,2,0
3/5/20,New Hampshire,2,0
3/5/20,New Jersey,2,0
3/5/20,New York,22,0
3/5/20,North Carolina,1,0
3/5/20,Oregon,2,0
3/5/20,Rhode Island,2,0
3/5/20,Tennessee,1,0
3/5/20,Texas,16,0
3/5/20,Utah,1,0
3/5/20,Washington,75,11
3/5/20,Wisconsin,1,0
3/6/20,Arizona,3,0
3/6/20,California,81,1
3/6/20,Colorado,8,0
3/6/20,Florida,7,2
3/6/20,Georgia,3,0
3/6/20,Hawaii,1,0
3/6/20,Illinois,6,0
3/6/20,Indiana,1,0
3/6/20,Kentucky,1,0
3/6/20,Maryland,3,0
3/6/20,Massachusetts,8,0
3/6/20,Minnesota,1,0
3/6/20,Nebraska,14,0
3/6/20,Nevada,2,0
3/6/20,New Hampshire,2,0
3/6/20,New Jersey,4,0
3/6/20,New York,44,0
3/6/20,North Carolina,2,0
3/6/20,Oklahoma,1,0
3/6/20,Oregon,2,0
3/6/20,Pennsylvania,2,0
3/6/20,Rhode Island,3,0
3/6/20,South Carolina,2,0
3/6/20,Tennessee,1,0
3/6/20,Texas,19,0
3/6/20,Utah,3,0
3/6/20,Washington,86,12
3/6/20,Wisconsin,1,0
3/7/20,Arizona,5,0
3/7/20,California,100,1
3/7/20,Colorado,8,0
3/7/20,District of Columbia,1,0
3/7/20,Florida,12,2
3/7/20,Georgia,7,0
3/7/20,Hawaii,1,0
3/7/20,Illinois,6,0
3/7/20,Indiana,1,0
3/7/20,Kansas,1,0
3/7/20,Kentucky,1,0
3/7/20,Maryland,3,0
3/7/20,Massachusetts,13,0
3/7/20,Minnesota,1,0
3/7/20,Missouri,1,0
3/7/20,Nebraska,14,0
3/7/20,Nevada,2,0
3/7/20,New Hampshire,4,0
3/7/20,New Jersey,4,0
3/7/20,New York,89,0
3/7/20,North Carolina,2,0
3/7/20,Oklahoma,1,0
3/7/20,Oregon,6,0
3/7/20,Pennsylvania,4,0
3/7/20,Rhode Island,3,0
3/7/20,South Carolina,2,0
3/7/20,Tennessee,1,0
3/7/20,Texas,19,0
3/7/20,Utah,3,0
3/7/20,Vermont,1,0
3/7/20,Virginia,1,0
3/7/20,Washington,110,16
3/7/20,Wisconsin,1,0
3/8/20,Arizona,5,0
3/8/20,California,112,1
3/8/20,Colorado,8,0
3/8/20,Connecticut,1,0
3/8/20,District of Columbia,1,0
3/8/20,Florida,13,2
3/8/20,Georgia,11,0
3/8/20,Hawaii,2,0
3/8/20,Illinois,7,0
3/8/20,Indiana,2,0
3/8/20,Iowa,3,0
3/8/20,Kansas,1,0
3/8/20,Kentucky,4,0
3/8/20,Maryland,5,0
3/8/20,Massachusetts,28,0
3/8/20,Minnesota,2,0
3/8/20,Missouri,1,0
3/8/20,Nebraska,16,0
3/8/20,Nevada,4,0
3/8/20,New Hampshire,4,0
3/8/20,New Jersey,6,0
3/8/20,New York,106,0
3/8/20,North Carolina,2,0
3/8/20,Oklahoma,1,0
3/8/20,Oregon,13,0
3/8/20,Pennsylvania,6,0
3/8/20,Rhode Island,3,0
3/8/20,South Carolina,6,0
3/8/20,Tennessee,3,0
3/8/20,Texas,23,0
3/8/20,Utah,3,0
3/8/20,Vermont,1,0
3/8/20,Virginia,2,0
3/8/20,Washington,141,19
3/8/20,Wisconsin,1,0
3/9/20,Arizona,6,0
3/9/20,California,172,2
3/9/20,Colorado,12,0
3/9/20,Connecticut,2,0
3/9/20,District of Columbia,4,0
3/9/20,Florida,14,2
3/9/20,Georgia,17,0
3/9/20,Hawaii,2,0
3/9/20,Illinois,11,0
3/9/20,Indiana,4,0
3/9/20,Iowa,8,0
3/9/20,Kansas,1,0
3/9/20,Kentucky,5,0
3/9/20,Louisiana,1,0
3/9/20,Maryland,6,0
3/9/20,Massachusetts,41,0
3/9/20,Minnesota,2,0
3/9/20,Missouri,1,0
3/9/20,Nebraska,16,0
3/9/20,Nevada,4,0
3/9/20,New Hampshire,4,0
3/9/20,New Jersey,11,0
3/9/20,New York,142,0
3/9/20,North Carolina,7,0
3/9/20,Ohio,3,0
3/9/20,Oklahoma,1,0
3/9/20,Oregon,13,0
3/9/20,Pennsylvania,10,0
3/9/20,Rhode Island,3,0
3/9/20,South Carolina,7,0
3/9/20,Tennessee,4,0
3/9/20,Texas,24,0
3/9/20,Utah,3,0
3/9/20,Vermont,1,0
3/9/20,Virginia,5,0
3/9/20,Washington,179,22
3/9/20,Wisconsin,2,0
3/10/20,Arizona,6,0
3/10/20,California,179,3
3/10/20,Colorado,17,0
3/10/20,Connecticut,2,0
3/10/20,District of Columbia,4,0
3/10/20,Florida,23,2
3/10/20,Georgia,22,0
3/10/20,Hawaii,2,0
3/10/20,Illinois,19,0
3/10/20,Indiana,6,0
3/10/20,Iowa,13,0
3/10/20,Kansas,1,0
3/10/20,Kentucky,7,0
3/10/20,Louisiana,6,0
3/10/20,Maryland,9,0
3/10/20,Massachusetts,92,0
3/10/20,Michigan,2,0
3/10/20,Minnesota,3,0
3/10/20,Missouri,1,0
3/10/20,Nebraska,17,0
3/10/20,Nevada,4,0
3/10/20,New Hampshire,5,0
3/10/20,New Jersey,15,1
3/10/20,New York,173,0
3/10/20,North Carolina,7,0
3/10/20,Ohio,3,0
3/10/20,Oklahoma,2,0
3/10/20,Oregon,14,0
3/10/20,Pennsylvania,12,0
3/10/20,Rhode Island,5,0
3/10/20,South Carolina,9,0
3/10/20,South Dakota,5,1
3/10/20,Tennessee,7,0
3/10/20,Texas,31,0
3/10/20,Utah,4,0
3/10/20,Vermont,1,0
3/10/20,Virginia,8,0
3/10/20,Washington,279,24
3/10/20,Wisconsin,3,0
3/11/20,Arizona,9,0
3/11/20,Arkansas,1,0
3/11/20,California,202,4
3/11/20,Colorado,34,0
3/11/20,Connecticut,3,0
3/11/20,Delaware,1,0
3/11/20,District of Columbia,10,0
3/11/20,Florida,26,2
3/11/20,Georgia,31,0
3/11/20,Hawaii,2,0
3/11/20,Illinois,25,0
3/11/20,Indiana,11,0
3/11/20,Iowa,14,0
3/11/20,Kansas,1,0
3/11/20,Kentucky,7,0
3/11/20,Louisiana,13,0
3/11/20,Maryland,13,0
3/11/20,Massachusetts,95,0
3/11/20,Michigan,2,0
3/11/20,Minnesota,5,0
3/11/20,Mississippi,1,0
3/11/20,Missouri,1,0
3/11/20,Nebraska,23,0
3/11/20,Nevada,7,0
3/11/20,New Hampshire,5,0
3/11/20,New Jersey,23,1
3/11/20,New Mexico,4,0
3/11/20,New York,217,0
3/11/20,North Carolina,8,0
3/11/20,North Dakota,1,0
3/11/20,Ohio,4,0
3/11/20,Oklahoma,2,0
3/11/20,Oregon,20,0
3/11/20,Pennsylvania,16,0
3/11/20,Rhode Island,5,0
3/11/20,South Carolina,10,0
3/11/20,South Dakota,8,1
3/11/20,Tennessee,8,0
3/11/20,Texas,33,0
3/11/20,Utah,5,0
3/11/20,Vermont,2,0
3/11/20,Virginia,10,0
3/11/20,Washington,338,29
3/11/20,Wisconsin,6,0
3/11/20,Wyoming,1,0
3/12/20,Alaska,1,0
3/12/20,Arizona,9,0
3/12/20,Arkansas,6,0
3/12/20,California,252,4
3/12/20,Colorado,49,1
3/12/20,Connecticut,6,0
3/12/20,Delaware,4,0
3/12/20,District of Columbia,10,0
3/12/20,Florida,46,2
3/12/20,Georgia,31,1
3/12/20,Hawaii,2,0
3/12/20,Illinois,32,0
3/12/20,Indiana,12,0
3/12/20,Iowa,16,0
3/12/20,Kansas,5,1
3/12/20,Kentucky,11,0
3/12/20,Louisiana,14,0
3/12/20,Maine,1,0
3/12/20,Maryland,13,0
3/12/20,Massachusetts,108,0
3/12/20,Michigan,12,0
3/12/20,Minnesota,9,0
3/12/20,Mississippi,1,0
3/12/20,Missouri,2,0
3/12/20,Nebraska,24,0
3/12/20,Nevada,11,0
3/12/20,New Hampshire,6,0
3/12/20,New Jersey,29,1
3/12/20,New Mexico,6,0
3/12/20,New York,326,0
3/12/20,North Carolina,16,0
3/12/20,North Dakota,1,0
3/12/20,Ohio,5,0
3/12/20,Oklahoma,2,0
3/12/20,Oregon,30,0
3/12/20,Pennsylvania,22,0
3/12/20,Rhode Island,5,0
3/12/20,South Carolina,12,0
3/12/20,South Dakota,8,1
3/12/20,Tennessee,18,0
3/12/20,Texas,41,0
3/12/20,Utah,7,0
3/12/20,Vermont,2,0
3/12/20,Virginia,17,0
3/12/20,Washington,419,32
3/12/20,Wisconsin,8,0
3/12/20,Wyoming,1,0
3/13/20,Alabama,6,0
3/13/20,Alaska,1,0
3/13/20,Arizona,9,0
3/13/20,Arkansas,7,0
3/13/20,California,320,5
3/13/20,Colorado,78,2
3/13/20,Connecticut,11,0
3/13/20,Delaware,4,0
3/13/20,District of Columbia,10,0
3/13/20,Florida,70,2
3/13/20,Georgia,41,1
3/13/20,Hawaii,2,0
3/13/20,Idaho,1,0
3/13/20,Illinois,46,0
3/13/20,Indiana,12,0
3/13/20,Iowa,17,0
3/13/20,Kansas,6,1
3/13/20,Kentucky,11,0
3/13/20,Louisiana,36,0
3/13/20,Maine,2,0
3/13/20,Maryland,18,0
3/13/20,Massachusetts,123,0
3/13/20,Michigan,25,0
3/13/20,Minnesota,14,0
3/13/20,Mississippi,6,0
3/13/20,Missouri,4,0
3/13/20,Montana,4,0
3/13/20,Nebraska,27,0
3/13/20,Nevada,19,0
3/13/20,New Hampshire,7,0
3/13/20,New Jersey,50,1
3/13/20,New Mexico,10,0
3/13/20,New York,421,0
3/13/20,North Carolina,18,0
3/13/20,North Dakota,1,0
3/13/20,Ohio,13,0
3/13/20,Oklahoma,3,0
3/13/20,Oregon,30,0
3/13/20,Pennsylvania,41,0
3/13/20,Puerto Rico,3,0
3/13/20,Rhode Island,20,0
3/13/20,South Carolina,13,0
3/13/20,South Dakota,9,1
3/13/20,Tennessee,26,0
3/13/20,Texas,58,0
3/13/20,Utah,7,0
3/13/20,Vermont,2,0
3/13/20,Virginia,30,0
3/13/20,Washington,511,37
3/13/20,Wisconsin,19,0
3/13/20,Wyoming,2,0
3/14/20,Alabama,12,0
3/14/20,Alaska,1,0
3/14/20,Arizona,12,0
3/14/20,Arkansas,9,0
3/14/20,California,381,5
3/14/20,Colorado,103,2
3/14/20,Connecticut,20,0
3/14/20,Delaware,4,0
3/14/20,District of Columbia,16,0
3/14/20,Florida,70,3
3/14/20,Georgia,65,1
3/14/20,Hawaii,4,0
3/14/20,Idaho,5,0
3/14/20,Illinois,66,0
3/14/20,Indiana,15,0
3/14/20,Iowa,18,0
3/14/20,Kansas,8,1
3/14/20,Kentucky,18,0
3/14/20,Louisiana,77,1
3/14/20,Maine,3,0
3/14/20,Maryland,27,0
3/14/20,Massachusetts,138,0
3/14/20,Michigan,33,0
3/14/20,Minnesota,21,0
3/14/20,Mississippi,6,0
3/14/20,Missouri,5,0
3/14/20,Montana,6,0
3/14/20,Nebraska,29,0
3/14/20,Nevada,21,0
3/14/20,New Hampshire,7,0
3/14/20,New Jersey,75,2
3/14/20,New Mexico,13,0
3/14/20,New York,610,2
3/14/20,North Carolina,25,0
3/14/20,North Dakota,1,0
3/14/20,Ohio,26,0
3/14/20,Oklahoma,4,0
3/14/20,Oregon,36,1
3/14/20,Pennsylvania,47,0
3/14/20,Puerto Rico,4,0
3/14/20,Rhode Island,20,0
3/14/20,South Carolina,19,0
3/14/20,South Dakota,9,1
3/14/20,Tennessee,32,0
3/14/20,Texas,69,0
3/14/20,Utah,21,0
3/14/20,Vermont,5,0
3/14/20,Virgin Islands,1,0
3/14/20,Virginia,42,1
3/14/20,Washington,609,40
3/14/20,Wisconsin,27,0
3/14/20,Wyoming,3,0
3/15/20,Alabama,23,0
3/15/20,Alaska,1,0
3/15/20,Arizona,13,0
3/15/20,Arkansas,16,0
3/15/20,California,478,6
3/15/20,Colorado,136,2
3/15/20,Connecticut,26,0
3/15/20,Delaware,7,0
3/15/20,District of Columbia,17,0
3/15/20,Florida,109,3
3/15/20,Georgia,97,1
3/15/20,Guam,3,0
3/15/20,Hawaii,7,0
3/15/20,Idaho,5,0
3/15/20,Illinois,94,0
3/15/20,Indiana,19,0
3/15/20,Iowa,22,0
3/15/20,Kansas,9,1
3/15/20,Kentucky,21,0
3/15/20,Louisiana,103,2
3/15/20,Maine,12,0
3/15/20,Maryland,32,0
3/15/20,Massachusetts,164,0
3/15/20,Michigan,53,0
3/15/20,Minnesota,35,0
3/15/20,Mississippi,10,0
3/15/20,Missouri,5,0
3/15/20,Montana,6,0
3/15/20,Nebraska,31,0
3/15/20,Nevada,26,0
3/15/20,New Hampshire,13,0
3/15/20,New Jersey,98,2
3/15/20,New Mexico,17,0
3/15/20,New York,732,6
3/15/20,North Carolina,32,0
3/15/20,North Dakota,1,0
3/15/20,Ohio,37,0
3/15/20,Oklahoma,8,0
3/15/20,Oregon,39,1
3/15/20,Pennsylvania,68,0
3/15/20,Puerto Rico,5,0
3/15/20,Rhode Island,20,0
3/15/20,South Carolina,28,0
3/15/20,South Dakota,9,1
3/15/20,Tennessee,39,0
3/15/20,Texas,80,0
3/15/20,Utah,29,0
3/15/20,Vermont,8,0
3/15/20,Virgin Islands,1,0
3/15/20,Virginia,45,1
3/15/20,Washington,675,42
3/15/20,Wisconsin,33,0
3/15/20,Wyoming,3,0
3/16/20,Alabama,29,0
3/16/20,Alaska,3,0
3/16/20,Arizona,18,0
3/16/20,Arkansas,22,0
3/16/20,California,588,11
3/16/20,Colorado,161,2
3/16/20,Connecticut,41,0
3/16/20,Delaware,8,0
3/16/20,District of Columbia,22,0
3/16/20,Florida,141,4
3/16/20,Georgia,118,1
3/16/20,Guam,3,0
3/16/20,Hawaii,10,0
3/16/20,Idaho,5,0
3/16/20,Illinois,104,0
3/16/20,Indiana,24,1
3/16/20,Iowa,22,0
3/16/20,Kansas,11,1
3/16/20,Kentucky,22,1
3/16/20,Louisiana,137,3
3/16/20,Maine,17,0
3/16/20,Maryland,39,0
3/16/20,Massachusetts,197,0
3/16/20,Michigan,54,0
3/16/20,Minnesota,54,0
3/16/20,Mississippi,12,0
3/16/20,Missouri,9,0
3/16/20,Montana,8,0
3/16/20,Nebraska,33,0
3/16/20,Nevada,45,1
3/16/20,New Hampshire,17,0
3/16/20,New Jersey,176,3
3/16/20,New Mexico,21,0
3/16/20,New York,950,10
3/16/20,North Carolina,34,0
3/16/20,North Dakota,1,0
3/16/20,Ohio,50,0
3/16/20,Oklahoma,10,0
3/16/20,Oregon,46,1
3/16/20,Pennsylvania,81,0
3/16/20,Puerto Rico,5,0
3/16/20,Rhode Island,21,0
3/16/20,South Carolina,33,1
3/16/20,South Dakota,10,1
3/16/20,Tennessee,52,0
3/16/20,Texas,87,1
3/16/20,Utah,40,0
3/16/20,Vermont,12,0
3/16/20,Virgin Islands,2,0
3/16/20,Virginia,51,1
3/16/20,Washington,794,48
3/16/20,Wisconsin,47,0
3/16/20,Wyoming,10,0
3/17/20,Alabama,39,0
3/17/20,Alaska,6,0
3/17/20,Arizona,20,0
3/17/20,Arkansas,22,0
3/17/20,California,732,14
3/17/20,Colorado,183,3
3/17/20,Connecticut,68,0
3/17/20,Delaware,16,0
3/17/20,District of Columbia,31,0
3/17/20,Florida,210,6
3/17/20,Georgia,142,1
3/17/20,Guam,3,0
3/17/20,Hawaii,14,0
3/17/20,Idaho,9,0
3/17/20,Illinois,159,1
3/17/20,Indiana,30,2
3/17/20,Iowa,29,0
3/17/20,Kansas,17,1
3/17/20,Kentucky,26,1
3/17/20,Louisiana,196,5
3/17/20,Maine,32,0
3/17/20,Maryland,57,0
3/17/20,Massachusetts,218,0
3/17/20,Michigan,65,0
3/17/20,Minnesota,60,0
3/17/20,Mississippi,21,0
3/17/20,Missouri,16,0
3/17/20,Montana,8,0
3/17/20,Nebraska,36,0
3/17/20,Nevada,55,1
3/17/20,New Hampshire,26,0
3/17/20,New Jersey,268,3
3/17/20,New Mexico,23,0
3/17/20,New York,1375,18
3/17/20,North Carolina,42,0
3/17/20,North Dakota,5,0
3/17/20,Ohio,67,0
3/17/20,Oklahoma,18,0
3/17/20,Oregon,66,2
3/17/20,Pennsylvania,101,0
3/17/20,Puerto Rico,5,0
3/17/20,Rhode Island,23,0
3/17/20,South Carolina,47,1
3/17/20,South Dakota,11,1
3/17/20,Tennessee,73,0
3/17/20,Texas,106,1
3/17/20,Utah,51,0
3/17/20,Vermont,14,0
3/17/20,Virgin Islands,2,0
3/17/20,Virginia,67,2
3/17/20,Washington,908,54
3/17/20,West Virginia,1,0
3/17/20,Wisconsin,72,0
3/17/20,Wyoming,15,0
3/18/20,Alabama,51,0
3/18/20,Alaska,9,0
3/18/20,Arizona,28,0
3/18/20,Arkansas,33,0
3/18/20,California,893,17
3/18/20,Colorado,216,3
3/18/20,Connecticut,96,1
3/18/20,Delaware,26,0
3/18/20,District of Columbia,36,0
3/18/20,Florida,326,7
3/18/20,Georgia,193,3
3/18/20,Guam,8,0
3/18/20,Hawaii,16,0
3/18/20,Idaho,11,0
3/18/20,Illinois,286,1
3/18/20,Indiana,39,2
3/18/20,Iowa,38,0
3/18/20,Kansas,22,1
3/18/20,Kentucky,35,1
3/18/20,Louisiana,280,7
3/18/20,Maine,43,0
3/18/20,Maryland,85,1
3/18/20,Massachusetts,256,0
3/18/20,Michigan,80,1
3/18/20,Minnesota,77,0
3/18/20,Mississippi,34,0
3/18/20,Missouri,21,1
3/18/20,Montana,12,0
3/18/20,Nebraska,43,0
3/18/20,Nevada,82,1
3/18/20,New Hampshire,39,0
3/18/20,New Jersey,427,5
3/18/20,New Mexico,28,0
3/18/20,New York,2387,32
3/18/20,North Carolina,66,0
3/18/20,North Dakota,7,0
3/18/20,Ohio,90,0
3/18/20,Oklahoma,29,0
3/18/20,Oregon,74,3
3/18/20,Pennsylvania,139,1
3/18/20,Puerto Rico,5,0
3/18/20,Rhode Island,33,0
3/18/20,South Carolina,60,1
3/18/20,South Dakota,11,1
3/18/20,Tennessee,98,0
3/18/20,Texas,166,2
3/18/20,Utah,65,0
3/18/20,Vermont,19,0
3/18/20,Virgin Islands,3,0
3/18/20,Virginia,78,2
3/18/20,Washington,1026,68
3/18/20,West Virginia,2,0
3/18/20,Wisconsin,106,0
3/18/20,Wyoming,17,0
3/19/20,Alabama,78,0
3/19/20,Alaska,12,0
3/19/20,Arizona,47,0
3/19/20,Arkansas,62,0
3/19/20,California,1067,19
3/19/20,Colorado,278,5
3/19/20,Connecticut,159,4
3/19/20,Delaware,30,0
3/19/20,District of Columbia,39,0
3/19/20,Florida,434,8
3/19/20,Georgia,282,10
3/19/20,Guam,12,0
3/19/20,Hawaii,26,0
